SKU;Availability
plt176-1;1
plt084-43;1
plt084-42;1
plt084-41;0
plt084-40;0
pld285-4;1
pld285-3;0
pld285-2;0
plt084-39;1
pld285-1;1
pld284;1
pld283;0
pld282-3;0
pld281-3;0
pld013-3;0
pd231-3;0
pd231-2;0
pd231-1;1
pk500-1;1
pk499-1;1
pk498-1;1
pk497-1;1
pk496-1;1
pk495-1;1
pk494-1;1
pk493-1;1
pkm106-220 (111-022);0
pkm109-220 (641y-041);1
pkm104-220 (186-107);1
pkm103-220 (180-024);1
pk500-3;1
pk499-3;0
pk498-3;1
pk497-3;1
pk496-3;1
pkm102-220 (172);1
pk495-3;1
pk494-3;1
pk493-3;1
pld280-3;1
pld279-3;0
pld278-3;0
pld277-2;1
pld277-1;1
pld276-2;0
pld276-1;0
pld275;0
pkm101-220 (102-2);0
pkm100-220 (102-1);0
pkm099-220 (099-042);0
pkm098-220 (068-70);1
pkm097-220 (dct15);0
pkd069;0
csd123;0
hlt9355-4;0
tt6-47;0
tt6-46;1
tt6-44;1
tt6-42;1
tt6-41;0
tt6-40;0
tt6-39;0
tt6-38;0
tt6-37;1
tt6-36;0
tpig-6-976;0
tpig-6-975;0
tpig-6-974;1
tpig-6-971;0
tpig-6-968;0
tpig-6-963;1
tpig-6-962;0
tpig-6-961;1
tpig-6-960;1
tpig-6-957;0
tpig-6-956;0
tpig-6-954;0
tpig-4-977;0
tpig-4-976;0
tpig-4-975;0
tpig-4-967;0
tpig-4-964;0
tpig-4-963;1
tpig-4-962;1
tpig-4-958;0
tpig-4-956;1
tpig-4-955;0
tpig-4-954;1
od018-9;1
plt047-12;1
plt047-11;0
plt047-10;1
plt047-9;1
plt169-10;1
plt169-9;1
plt169-8;0
plt169-7;1
plt169-6;0
plt169-5;1
plt169-4;1
plt169-3;0
plt169-2;0
plt169-1;1
plt171-4;0
plt171-3;0
plt171-2;0
plt171-1;0
plt174-6;1
plt174-5;1
plt174-4;1
plt174-3;1
plt174-2;1
plt174-1;0
plt172-13;1
plt172-12;1
plt172-11;1
plt172-10;1
plt172-9;0
plt172-8;0
plt172-7;1
plt172-6;1
plt172-5;1
plt172-4;0
plt172-3;1
plt172-2;1
plt172-1;1
plt170-5;1
plt170-4;1
plt170-3;1
plt170-2;1
plt170-1;1
plt173-12;0
plt173-11;1
plt173-10;1
plt173-9;1
plt173-8;1
plt173-7;1
plt173-6;1
plt173-5;0
plt173-4;0
plt173-3;0
plt173-2;1
plt173-1;1
plt168-6;1
plt168-5;0
plt168-4;1
plt168-3;1
plt168-2;1
plt168-1;0
plt175-1;0
plt175-3;0
plt175-5;1
plt167-12;1
plt167-11;1
plt167-10;1
plt167-9;1
plt167-8;1
plt167-7;1
plt167-6;0
plt167-5;1
plt167-4;1
plt167-3;1
plt167-2;1
plt167-1;1
plt166-6;1
plt166-5;1
plt166-4;0
plt166-3;0
plt166-2;1
plt166-1;1
plt165-6;0
plt165-5;0
plt165-4;0
plt165-3;0
plt165-2;0
plt165-1;1
plt156-3;0
hlt035-7;1
hlt035-6;1
MTX007-160;1
MTX007-220;1
MTX007-240;1
MTX011-160;1
MTX011-220;0
MTX011-240;1
MTX006-220;1
MTX006-160;1
MTX006-240;1
pkm035-220(MTX005);1
pkm035-160(MTX005);1
pkm035-240(MTX005);1
hlt039-5;1
hlt039-4;1
hlt039-3;1
hlt039-2;0
hlt039-1;0
hlt038-5;0
hlt038-4;1
hlt038-3;0
hlt038-2;0
hlt038-1;0
plt163-5;0
plt163-4;0
plt163-3;0
plt163-2;0
plt163-1;0
plt161-5;1
plt161-4;1
plt161-3;1
plt161-2;0
plt161-1;0
plt160-6;0
plt160-5;0
plt160-4;0
plt160-3;0
plt160-2;0
plt160-1;0
plt159-5;0
plt159-4;1
plt159-3;1
plt159-2;1
plt159-1;1
plt158-5;0
plt158-4;0
plt158-3;0
plt158-2;0
plt158-1;0
plt157-5;0
plt157-4;1
plt157-3;1
plt157-2;1
plt157-1;1
plt084-38;0
plt084-37;0
plt126-10;0
plt126-9;1
plt126-8;0
plt126-7;0
plt126-11;0
plt084-36;0
plt084-35;1
plt084-34;0
plt084-33;0
plt084-32;0
plt084-31;0
plt084-30;0
plt084-29;0
plt084-28;0
plt084-27;0
plt084-26;0
plt047-8;0
plt047-7;1
plt047-6;1
plt047-5;1
plt047-4;1
plt047-3;0
plt047-2;1
plt047-1;1
hlt037-6;0
hlt037-5;0
hlt037-4;0
hlt037-3;0
hlt037-2;0
hlt037-1;0
hlt036-6;0
hlt036-5;0
hlt036-4;0
hlt036-3;1
hlt036-2;1
hlt036-1;0
plt156-18;0
plt156-17;0
plt156-16;0
plt155-15;0
plt155-14;0
plt155-13;0
plt155-12;0
plt155-11;0
plt155-10;0
plt155-9;0
plt155-8;0
plt155-7;0
plt155-6;0
plt155-5;0
plt155-4;0
plt155-3;0
plt155-2;0
plt155-1;0
plt162-5;0
plt162-4;0
plt162-3;1
plt162-2;0
plt162-1;1
plt091-3;1
plt091-2;0
plt164;0
hlt7910-3;0
hlt9885-4;1
hlt9886-4;1
hlt9620-2;0
hlt9888-4;1
hlt3840-2;1
hlt9750-3;1
hlt8112-2;0
hlt9340-5;1
hlt9340-4;0
hlt9885-3;0
hlt9885-2;1
hlt9888-3;1
hlt9888-2;1
hlt9925-5;1
hlt9925-4;0
hlt9925-3;1
hlt9925-2;1
hlt3505-3;1
hlt3505-2;1
pld274-3;0
hlt3140-3;0
hlt3140-2;0
hlt3140-1;0
hlt3130-2;1
hlt3130-1;1
ts02-709-70;1
ts01-69-50;1
ts01-55-50;0
ts01-71-50;1
ts01-60-50;1
ts01-791-70;1
ts01-59-70;0
ts01-828-70;0
prt028-8;1
prt028-7;1
prt028-6;1
prt028-5;0
prt028-4;1
prt028-3;0
prt028-2;1
ts01-65-50;0
prt028-1;1
ts02-697-50;0
plt138-13;1
plt138-12;1
plt138-11;1
plt138-10;1
plt138-9;1
plt138-8;0
pk018-2;1
pk043-2;1
ts02-864-70;1
gb04-7;1
gb04-2;1
ts02-876-70;1
pkm041-240 (MTX003);1
pkm041-220 (MTX003);1
pkm041-160 (MTX003);1
ts03-755;1
pkm095-240(mtx001);1
pkm095-220(mtx001);1
pkm096-240(mtx004.9);1
pkm096-220(mtx004.9);0
pkm095-160(mtx001);1
pkm096-160(mtx004.9);1
pkm090-240(mtx010);0
pkm090-220(mtx010);0
pkm090-160(mtx010);1
prov982-3;0
prov993-3 pink;1
prov981-3;1
prov980-3;1
prov982-1;0
prov981-1;0
prov980-1;0
ts03-674;1
ts03-905;1
pd142-2 akc;1
pd230-10;1
pd230-9;0
pd230-8;0
pd230-7;0
pd230-6;0
pd230-5;0
pd230-4;0
pd230-3;0
pd230-2;0
pd230-1;0
pd229-4;1
pd229-3;1
pd229-2;1
pd229-1;1
pd228-5;0
pd228-4;0
pd228-3;1
pd228-2;0
pd228-1;0
pd226-7;0
pd226-6;1
pd227-3;0
pd227-2;0
pd227-1;0
pd226-5;0
pd226-4;0
pd226-3;0
pd226-2;0
pd226-1;1
pld273;1
pld272;0
pld271;1
pld270;0
pld269;0
pld268-3;0
pld267-3;0
pld266-3;0
pld265-3;0
pld264-3;0
pld263-3;1
pld262-3;0
pkm094-220 (610-020);0
pld261-3;0
pld260-3;0
pld259-3;1
pld258-3;0
pld257-3;0
pld256-3;0
pld255-3;1
pld254-3;0
pld253-3;0
pld252-3;0
pld251-3;0
pld250-3;0
pld249-3;0
pkm093-220 (649-110);0
pkm092-220 (623-092);0
pkm091-220 (623-041);1
pkm089-220 (623-021);0
pkm088-220 (618-044);0
pkm087-220 (609-106);0
pkm086-220 (608-92);0
pkm085-220 (608-21);0
pk400-12;1
pk400-11;1
pk400-10;0
csf079-3;0
csf078-3;0
csf076-3;0
csf075-3;0
csf074-3;0
csf073-3;0
csf072-3;0
csf071-3;1
csf069-3;1
csf068-3;1
ts03-688;1
ts03-687;0
ts03-683;0
ts03-679;1
ts03-678;0
ts03-677;1
ts03-675;1
ts02-688-50;1
ts02-687-70;0
ts02-679-70;1
ts02-678-50;0
ts02-677-50;0
ts02-675-50;1
cs949-2-50;0
ts02-755-50;0
ts02-712-50;1
plt038-12;0
plt039-12;0
ts02-699-50;1
ts02-690-50;0
ts02-700-50;0
pk492;0
sd152;1
pd145-2;0
pd046-10;1
pd046-9;1
pd046-8;1
sd151;1
pk481-1;1
pk482-1;1
pk483-1;1
pk484-1;0
pk485-1;1
pk486-1;0
pk487-1;0
pk488-1;0
pk489-1;1
pk490-1;0
pk491-1;1
df04-52;0
df04-51;1
df04-50;0
df04-49;0
df04-48;0
df05-07;0
ts01-804-50 (cs602-1);0
pk491-3;1
pk490-3;0
pk489-3;0
pk488-3;0
pk487-3;0
pk486-3;0
pk485-3;1
pk484-3;0
pk483-3;1
pk482-3;0
pk481-3;1
sd150;0
sd149;1
sd148;1
sd147;0
sd146;1
sd145;1
sd144;1
sd143;1
sd142;0
sd141;0
sd140;1
sd139;0
sd138;0
sd137;0
sd136;1
sd135;0
sd134;1
sd133;1
tj112-498;1
tj112-496;0
tj112-495;1
tj112-457;0
tj112-455;0
tj112-454;0
tj112-453;0
tj112-452;0
tj112-451;0
tj112-450;1
tj112-449;1
tj112-448;0
tj112-447;0
pkd068;1
pkd067;1
ts02-697-70;0
ts03-697;0
pkd066;1
pkd065;0
pkd064;0
pkd063;1
pkd062;1
pkd061;1
pkd060;1
pkd059;1
pkd058;1
pkd057;1
csd122;1
csd121;0
csd120;0
csd119;0
csd118;1
csd117;1
csd116;0
csd115;1
cs972-4;0
cs972-2-70;1
cs972-3;1
cs972-34;1
sd132;0
cs972-1;1
ts01-720;0
tpig-6-986;0
tpig-6-997;0
tpig-6-996;0
tpig-6-985;0
tj111-495;1
tj111-457;0
tj111-429 (456);1
tj111-455;0
tj111-454;0
tj111-453;0
tj111-452;0
tj111-451;0
tj111-450;1
tj111-449;1
tj111-448;1
tj111-447;1
tcr04-003;0
tcr04-006;0
tcr04-007;0
tcr04-012;0
tcr04-011;1
tcr04-010;1
tcr04-008;1
tcr04-005;1
tcr04-004;0
tcr04-002;1
tcr04-001;0
df04-47;1
pkz266;1
pkz265;0
pkz264;1
pkz263;0
pkz262;0
pkz261;0
pkz260;0
pkz259;0
pkz258;0
pkz257;0
pkz256;0
pkz255;1
pkz254;0
pkz253;0
pkz252;0
pkz251;0
pkz250;0
pkz249;0
pkz248;1
pkz247;0
ts01-53-50;0
ts02-46-70;0
ts02-70-70;1
ts02-710-70;1
ts02-694-50;1
ts02-707-70;1
ts02-794-70 (cs816-2);0
ts02-693-50;0
ts02-706-50;0
ts03-742;1
ts02-708-50;0
ts01-841-70;1
ts01-52-50;1
ts02-896-50;0
ts02-695-70;0
ts02-943-50;1
ts02-722-70;0
ts02-810-50;1
pd044-4;0
pd142-2;0
pd022-6;1
cs883-2-50;0
hlt9165-1;1
hlt9165-2;1
ts02-711-70;0
ts02-887-70;0
prov994-1;1
prov992-1;0
prov989-1;0
pld247-1;1
pk480;1
pk479;1
cs971-4;0
lms2007 PowderPink;1
lms2011 PinkishOrange;1
lms2052 PowderBlue;1
lms2052 PinkishOrange;1
lms1111 Black;1
lms1111 Cream;1
lms2009 Pink-Cream;0
lms2009 Mink-Cream;0
lms2025 Beige;1
lms2025 PowderPink;1
lms2012 PinkishOrange;1
lms2012 PowderBlue;1
lms2015 PowderPink;1
lms2018 PinkishOrange;1
lms2018 Beige;0
lms2018 Naturel;1
lms2018 Cream;1
lms2023 Naturel;0
lms2001 Beige;1
lms2001 PinkishOrange;1
lms1101 Pink;1
lms1102 Pink;1
lms2016 Mink;0
lms2028 PinkishOrange;1
lms2028 Cream;1
lms2013 PinkishOrange;0
lms2013 PowderPink;1
lms2013 Cream;1
lms1002 Rose;1
ts03-54;0
ts03-702;0
ts02-42-70;0
csf061-3;0
pk477;1
pk476;1
pk475;1
pk474;0
pld193-1;0
pld191-1;0
pld190-1;0
pld181-1;0
ts02-710-50;1
ts02-703-70;0
ts01-737;0
ts01-714;0
ts01-790-50;1
ts01-50-50;1
ts01-54-50;0
frt003-34;0
frt003-33;0
frt003-32;0
frt003-31;0
frt003-30;0
frt003-29;0
frt003-28;1
frt003-27;0
frt003-26;0
frt003-25;0
frt003-24;0
frt003-23;0
frt003-22;0
frt003-21;0
frt003-20;0
frt003-19;0
frt003-18;0
ts02-776-50;0
pw988-3;0
pw986-3;0
pw985-3;0
pw983-3;0
dt758-27;1
df04-46;0
pld246-3;0
pld245-3;0
pld248-3;0
ts02-55-70;0
df05-45;0
df05-44;1
df05-43;1
df05-42;1
df05-39;0
df05-40;0
df05-37;0
df05-02;0
pd219-27;0
pd219-26;1
pd219-25;0
pd219-24;1
pd219-23;0
pd219-22;0
pd219-21;0
pd219-20;1
pd219-19;0
pd219-18;0
pd219-17;0
pd219-16;0
pd219-15;0
tt6-01;0
tpig-6-987;0
csd114;1
csd113;0
pk243-1;0
tpig-4-999;0
tpig-4-998;0
tpig-6-999;0
tpig-6-998;0
tpig-6-995;0
tpig-6-994;0
tpig-6-993;1
tpig-6-992;0
tpig-6-991;0
tpig-6-990;1
tpig-6-989;0
tpig-6-988;0
tpig-6-982;0
pw999-3;0
tpig-6-981;0
pw996-3;0
tpig-6-980;0
pw995-3;0
tpig-6-979;0
tpig-6-978;0
pw990-3;0
pld244-1;1
ts03-694;1
ts03-720;0
ts03-718;0
ts03-708;1
ts03-695;0
ts03-705;1
ts03-712;1
ts03-691;1
ts03-696;0
ts03-690;0
ts03-710;1
ts03-703;0
ts03-711;0
ts03-693;0
ts03-699;0
ts03-709;0
ts03-706;0
ts03-700;0
ts02-707-50;0
ts02-691-50;0
ts02-706-70;0
ts02-712-70;0
ts02-699-70;0
ts02-694-70;1
ts02-690-70;0
ts02-693-70;0
ts02-696-70;0
ts02-704-70;0
ts02-700-70;0
ts02-708-70;0
ts02-702-70;1
ts02-711-50;0
ts02-705-50;0
ts02-695-50;1
ts02-709-50;0
ts02-754-70;0
df04-40;0
bs2426-14;1
bs2426-13;1
bs2426-12;1
bs2426-11;1
bs2426-10;1
bs2426-9;1
bs2426-8;1
bs2426-7;1
bs2426-6;1
bs2426-5;1
bs2426-4;1
bs2426-3;1
bs2426-2;1
bs2426-1;1
df05-41;1
df05-10;0
df05-05;1
df05-01;0
df01-20;1
df01-19;0
df01-18;1
df01-17;1
df01-16;1
df01-15;0
df01-14;1
df01-13;1
df01-12;1
df01-11;1
df01-10;0
df01-09;1
df01-08;1
df01-07;0
df01-06;0
df01-05;1
df01-04;1
df01-03;1
df01-02;0
df01-01;1
df04-39;0
df04-38;1
df04-37;1
df04-36;1
df04-35;0
df04-34;1
df04-33;0
df04-32;1
df04-31;0
df04-30;0
df04-29;1
df04-28;1
df04-27;1
df04-26;0
df04-25;0
df04-23;0
df04-22;0
df04-21;0
df04-24;0
df04-19;0
df04-17;0
df04-15;0
df04-11;0
df04-10;0
df04-05;0
df04-04;0
df04-02;0
dt758-42;0
dt758-41;1
dt758-39;1
pk473;1
plt002-3;0
ts02-54-70;0
ts02-752-50;1
ts02-919-50;0
pkm114-240;0
ts05-714;0
ts05-716;1
ts02-66-50;0
hlt019-3;0
hlt019-2;0
hlt019-1;0
plt089-18;0
plt089-17;1
plt089-16;0
plt088-19;1
plt088-18;0
plt088-17;1
plt088-16;0
plt154-3;0
plt154-2;0
plt154-1;0
pld243-1;1
hb012-1;1
hb011-1;0
hb010-1;0
hb009-1;0
hb008-3;0
hb007-3;0
hb006-3;0
hb005-3;1
hb004-3;0
hb003-3;0
pld242-3;0
prov983-1;0
lms2067;1
lms2001 Pink;1
lms1107 Plum;1
lms2001 Mink;1
lms1107 Grey;1
lms2001 Cream;1
lms1101 Cream;1
lms2002 Cream;1
lms1102 Cream;1
lms1100 Pink;1
lms2016 Black;0
lms1100 Crem;1
lms2016 Cream;0
lms1108 Plum;0
lms1001 Beige;0
lms1001 Cream;0
lms1001 Pink;0
lms2013 Beige;0
lms1002 Pink;0
lms2028 pink;0
lms1002 Beige;1
bb02-10;0
ts02-746-70;0
ts02-753-50;0
ts02-872-50;0
ts03-722;0
ts03-781;0
tur028-3;0
tur027-3;0
tur026-3;0
tur025-3;0
tur024-3;0
tur023-3;0
tur022-3;0
tur021-3;0
tur020-3;0
tur019-3;0
tur018-3;0
tur017-3;0
tur016-3;0
ts02-733-70;0
ts02-59-70;0
tj300-18;1
pld241-3;1
pld082-1;1
pld179-1;0
pld124-1;0
pld105-1;0
pld022-1;0
ts02-40-50;0
csf069-3(pvh);0
csf068-3(pvh);0
fc033;0
fc032;0
fc031;0
fc030;0
fc029;0
fc028;0
fc027;0
fc026;0
fc025;0
fc024;0
fc023;0
fc021;0
fc022;0
pld240-3;1
pld239-3;0
pld238-3;1
pld237-3;0
pld236-3;0
pld235-3;0
pld234-3;0
pld233-3;1
pld232-3;0
pld231-3;1
pld230-3;0
pld229-3;0
pld228-3;0
pld227-3;1
pld226-3;0
hlt5020Wht-akc;1
ts02-857-50;0
ts02-76-70;0
ts02-827-50 (cs658-2);0
ts05-78;0
ts02-804-50;0
ts02-901-70;0
ts02-841-50;0
ts02-795-70;0
ts02-762-50;0
tj111-470;0
dp138;0
tur014-3;0
tur013-3;0
tur012-3;1
tur015-3;0
tur011-3;0
tur008-3;0
tur009-3;0
tur007-3;0
tur006-3;0
tur010-3;0
tur005-3;0
tur004-3;0
tur003-3;0
tur002-1;0
tur001-1;0
ts02-797-70;0
ts02-39-70;0
ts01-971-50;0
ts01-60-70;1
ts02-909-50;0
plt108-51;0
plt108-50;0
plt108-49;1
plt108-48;0
plt108-47;0
plt108-46;0
plt108-45;1
plt108-44;0
plt108-43;0
skt130-2;0
plt108-42;0
plt108-41;0
plt108-40;0
pw080-3-c2;0
pkm084-240;1
pkm084-220;1
pkm084-160;0
plv019-5;1
plv019-4;0
plv019-3;0
plv019-2;0
plv019-1;0
csn077-9;1
csn076-9;1
csn075-9;1
plv020-6;0
plv020-5;0
plv020-4;0
plv020-3;0
plv020-2;0
plv020-1;0
pkz083-10;1
pkz083-9;1
pkz083-8;1
pkz083-7;1
pkz083-6;1
gb04-14;1
gb04-3;1
gb04-1;0
ts02-808-70 (cs536-2);0
csp205-34;0
ts01-787-50;0
pkm004-220;0
cz332-4;0
cs888-2-50;1
ts02-791-50;0
ts02-782-50;0
ts02-58-50;0
ts02-764-70;0
ts02-888-50;0
ts02-884-70;0
ts02-50-70;0
ts01-39-50;1
ts04-866;1
ts04-870;1
pw070-3 akc;0
plt028-5;0
plt116-14;0
plt116-13;0
plt116-12;0
plt116-11;1
plt116-10;0
plt116-9;1
cs915-2-50;0
ts02-51-50;0
plt141-4;1
plt141-3;1
plt043-78;1
plt043-77;0
plt043-76;1
plt043-75;0
plt043-74;0
plt043-73;0
plt043-72;0
plt043-71;0
plt043-70;1
plt043-69;0
plt043-68;1
ts02-722-50;0
ts02-748-70;1
ts02-55-50;0
ts02-762-70;0
ts02-63-70;1
ts04-909;1
ts04-732;0
ts02-950-70;0
ts02-885-50;0
ts02-885-70;0
ts02-939-70;0
prov984-1;0
plt018;0
plt004-15;0
plt004-14;0
plt004-13;0
plt004-12;0
plt004-11;0
plt004-10;0
plt004-9;0
plt004-8;0
plt004-7;0
plt004-6;0
plt004-5;0
plt004-4;0
plt004-3;0
plt004-2;0
plt004-1;0
plt003-15;0
plt003-14;0
plt003-13;1
plt003-12;0
plt003-11;1
plt003-10;0
plt003-9;0
plt003-8;0
plt003-7;0
plt003-6;0
plt003-5;0
plt003-4;0
plt003-3;0
plt003-2;0
plt003-1;0
plt045-2;0
plt045-1;0
plt044-2;0
plt044-1;1
plt005-3;0
plt005-2;1
plt005-1;1
plt006-3;0
plt006-2;0
plt006-1;1
plt020-6;1
plt020-5;0
plt020-4;0
plt020-3;1
plt020-2;0
plt020-1;0
ts05-720;0
ts05-718;0
pkm133-160;0
fc020;0
pld225-3;0
vs220-1;1
tt6-31;1
ts03-60;1
plt028-4;0
plt028-3;0
plt002-2;0
pkz501-18;0
pkz501-17;0
ts02-733-50;1
ts02-763-70;0
ts02-754-50;0
cs956-2-70;0
ts02-783-50;0
ts02-884-50;0
prov986-3;0
pd225-17;0
pd225-16;1
tpig-6-26;1
ts02-939-50;0
ts02-848-70;0
tpig-4-462;0
prov5-4;1
prov5-3;1
prov5-2;1
prov5-1;1
csd018;0
csd040;1
od025-3;0
od025-2;0
od025-1;0
od018-8;1
pk472;0
pk471;0
pk470;1
pk469;1
pk468;0
pk467;1
pk466;1
csp204-1;0
csp203-1;1
csp202-1;0
csp204-34;0
csp203-34;0
csp202-34;0
prov989-3;0
prov999-3;0
prov991-3;0
csn074-10;0
csn073-10;0
csn072-10;0
csn071-10;0
csn070-10;0
csn069-10;0
pld224-3;0
pld223-3;0
pld222-3;0
prov999-1;0
prov998-1;1
prov997-1;0
prov996-1;0
prov995-1;1
prov993-1;0
prov991-1;0
prov990-1;0
prov988-1;0
prov987-1;0
prov986-1;1
prov985-1;0
csn068-10;0
csn067-10;0
csn066-10;0
csn065-10;0
prov998-3;0
prov997-3;0
prov995-3;0
prov994-3;1
prov993-3;1
prov992-3;1
prov990-3;0
prov996-3 (988);0
prov987-3;1
prov985-3;0
prov984-3;1
prov983-3;0
tr03-5;0
tr03-4;0
tr03-3;0
tr03-2;0
tr03-1;0
gb04-15;1
gb04-13;1
gb04-12;0
gb04-11;1
gb04-10;1
gb04-9;1
gb04-8;1
gb04-6;0
gb04-5;0
Box-Prov1,5;1
gb04-4;0
Box-GB;1
ts05-747;0
pk465;1
pk464;1
pk463;1
pk462;0
csp201-34;0
ts03-716;0
ts01-733;0
ts03-753;1
ts03-754;0
ts03-721;0
ts03-714;0
ts05-798;0
ts05-733;0
ts04-851;1
ts04-869;1
ts04-742;1
ts04-739;0
ts01-791-50;0
ts01-68-50;0
pkm078-240;1
pkm132-240;0
pd223-10;1
pd223-9;0
pd223-8;0
pd223-7;0
pd223-6;1
pd221-24;1
pd221-23;0
pd114-2;1
pd060-5;0
pd008-4;0
pd008-3;0
Box-csf;1
Box-DT;1
Box-Blumarina;1
plt026-4;0
pkm133-220;0
ts02-971-70;0
kvr017-10;0
kvr017-9;0
kvr017-8;0
kvr017-7;0
kvr017-6;0
kvr017-5;0
kvr017-4;0
kvr017-3;0
kvr017-2;0
kvr017-1;0
pw087-3;0
pw086-3;0
ts01-716;1
bb01-99;1
bb01-89;0
bb01-88;0
bb01-87;0
ts01-51-70;0
ts01-56-50;0
ts01-742;1
ts01-735;1
ts01-35-70 (01-64);0
ts01-66-70;0
ts01-33-50;0
ts01-33-70;1
bb01-85;0
bb01-93;0
bb01-92;0
bb01-96;0
bb01-94;0
bb01-97;0
ts02-745-50;0
ts02-731-70;0
ts02-730-70;0
ts02-750-50;0
ts02-65-50;0
ts02-729-50;1
ts02-64-70;0
ts02-781-50;0
ts02-832-70 (cs852-2);0
Box-VS3D euro;1
Box-Versace;1
Box-LV;1
Box-BB;1
plt002-1;0
frt003-17;0
frt003-16;0
frt003-15;0
frt003-14;0
frt003-13;0
frt003-12;0
frt003-11;0
frt003-10;0
pkz501-16;0
pkd015;0
pkm114-160;0
pld221-3;0
pld220-3;0
ts02-753-70;0
pld219-3;0
pld218-3;1
pld217-3;0
pld216-3;1
ts02-67-50;0
ts02-61-70;0
plt011;0
ts04-783;0
ts04-721;0
pw040-6;0
pkz501-15;0
pkz501-14;0
pkz501-13;0
pkz501-12;0
pkz501-11;0
pkz501-10;0
pkz501-9;0
pkz501-8;0
pkz501-7;0
pkz501-6;0
pkz501-5;0
pkz501-4;0
pkz501-3;0
pkz501-2;0
pkz501-1;0
pkm006-14;1
pkm006-13;1
pkm006-12;1
pkm006-11;1
pkm006-10;1
pkm006-9;1
pkm006-8;1
ts04-804;1
tpig-4-487;0
ts03-748;1
pk461-3;1
plt089-15;0
prt001-4-160;0
prt001-4-200;0
ts05-746;1
ts05-722;0
pkd032;0
pkd028;1
ts02-742-50;0
ts02-882-70;0
csf060-3;0
ts03-779;1
cs381-2-70;0
tt6-22;0
tt6-28;1
skt129-2;0
skt082-1;0
vs219-34;1
vs218-34;1
vs217-34;0
vs216-34;0
vs215-34;1
vs214-34;0
vs213-34;1
vs212-34;0
vs211-34;0
vs210-34;0
vs209-34;1
vs208-34;0
vs207-34;1
vs206-34;0
vs205-34;1
vs204-34;1
vs203-34;1
skt095-3 c2;0
skt095-2 c3;0
skt128;1
skt095-15 c3;0
skt095-6 c3;0
skt149-3;0
plt049-37;0
bb04-99;0
bb04-98;1
bb04-97;0
bb04-96;0
bb04-95;1
bb04-94;0
bb04-93;0
bb04-92;1
bb04-86;1
bb04-85;0
bb04-27;1
pd023-1;1
skt094-30;0
skt097-30;0
skt097-150;0
skt094-150;0
skt030-3;1
skt109;0
skt095-15 c1;1
skt132-5;0
skt138-10;1
fc019;0
fc018;0
cvz025-3;1
pd221-22;1
pd188-8;1
pd188-7;1
skt169-4;0
skt169-3;0
skt169-2;0
skt169-1;0
skt168;0
skt125-2;0
skt110-2-300;0
skt110-2-220;0
ts01-39-70;1
skt167;0
skt166-2;0
skt166-1-220;0
skt165-6;0
skt165-5;0
skt165-4;0
skt165-3;0
skt165-2;0
skt165-1;0
skt164;1
skt163-2;0
skt163-1;0
skt162;0
skt161;0
skt160-3;0
skt160-2;0
skt160-1;0
skt096-2;0
skt096-1;0
skt108-2-300;0
skt108-1-300;0
skt082-2;0
skt132-4;0
pd221-21;0
pd221-20;0
skt110-3;0
skt110-1-300;0
skt095-6 c1;0
plt037;1
plt106-7;0
plt090-6;0
plt049-34;0
plt049-33;0
plt049-31;0
plt049-29;0
plt049-28;0
plt049-27;0
plt049-26;0
plt049-25;0
plt049-24;0
fc017;0
ts01-971-70;0
ts02-971-50;0
ts04-741;1
fc016;0
pld063;1
pk400-9;1
pk400-8;0
pk400-7;0
pk400-6;0
pk400-5;0
pk400-4;1
pk400-3;0
pk400-2;0
pk400-1;0
pw085-3;0
tj0220-496;0
tj0220-495;0
tj0220-494;0
tj0220-492;0
tj0220-489;1
tj0220-488;1
tj0220-487;0
tj0220-486;0
tj0220-485;0
csp199-1;1
csp198-1;0
csp197-1;0
csp196-1;1
csp195-1;0
csp194-1;1
csp193-1;1
csp168-1;0
csp200-34;1
csp199-34;1
csp198-34;1
csp197-34;0
csp196-34;1
csp195-34;0
csp194-34;1
tpig-6-69 (csp193-34);1
pld214-2;1
pld061-1;1
pld060-1;1
pld058-1;1
pld057-1;0
pld054-1;1
pld053-1;1
pld052-1;0
pld051-1;0
pld050-1;1
pd022-5;1
pd022-4;0
pd188-6;0
ts02-728-70;0
pld215;1
pld214-1;0
pkm134-160;0
pkm134-220;0
pkm134-240;0
ts05-723;0
ts05-67;0
ts05-68;0
ts05-71;1
ts05-59;0
ts05-62;0
ts05-51;0
ts05-52;1
ts05-61;0
ts05-64;0
ts05-66;0
ts05-54;0
ts05-65;0
ts05-53;0
ts05-56;0
ts05-50;0
ts05-63;1
ts05-70;0
ts05-58;0
ts05-55;0
csd112;1
csd111;1
pld213-2;0
pld213-1;0
pld212;1
pld211;0
pld210;0
ts02-755-70;0
ts02-745-70;0
ts01-755;0
ts01-738;1
tt6-33;0
bb04-28;0
bb04-26;0
bb04-23;0
csf067-3;1
csf066-3;1
csf065-3;0
csf064-3;0
csf059-3;0
csf058-3;1
csf057-3;1
csf054-3;1
csf053-3;0
csf051-3;0
csf050-3;1
csf049-3;0
csf047-3;1
csf046-3;0
csf042-3;0
pld175-3;1
pld175-2;1
ts01-76-50;0
ts01-76-70;0
ts01-71-70;1
ts01-69-70;0
ts01-68-70;1
ts01-67-70;0
ts01-66-50;0
ts01-62-70;0
ts01-61-70;0
ts01-61-50;0
ts01-59-50;0
ts01-56-70;0
ts01-55-70;0
